"Plot Title: 2404829"
"#","Date Time, GMT+02:00","Wind Speed, m/s (LGR S/N: 2404829, SEN S/N: 10280990)","Gust Speed, m/s (LGR S/N: 2404829, SEN S/N: 10280990)"
682,05/02/20 09:30:01 AM,0.50,2.27
683,05/02/20 09:40:01 AM,0.00,2.01
684,05/02/20 09:50:01 AM,0.00,1.01
685,05/02/20 10:00:01 AM,0.00,0.25
686,05/02/20 10:10:01 AM,0.00,1.26
687,05/02/20 10:20:01 AM,0.25,1.76
688,05/02/20 10:30:01 AM,1.51,4.28
689,05/02/20 10:40:01 AM,1.51,4.03
690,05/02/20 10:50:01 AM,0.50,3.27
691,05/02/20 11:00:01 AM,0.25,2.01
692,05/02/20 11:10:01 AM,0.50,2.01
693,05/02/20 11:20:01 AM,0.00,1.26
694,05/02/20 11:30:01 AM,0.00,0.00
695,05/02/20 11:40:01 AM,0.00,0.50
696,05/02/20 11:50:01 AM,0.00,0.76
697,05/02/20 12:00:01 PM,0.76,2.52
698,05/02/20 12:10:01 PM,0.25,1.76
699,05/02/20 12:20:01 PM,0.50,2.01
700,05/02/20 12:30:01 PM,0.00,1.26
701,05/02/20 12:40:01 PM,0.25,2.52
702,05/02/20 12:50:01 PM,0.50,2.77
703,05/02/20 01:00:01 PM,0.50,1.76
704,05/02/20 01:10:01 PM,0.25,2.01
705,05/02/20 01:20:01 PM,0.50,3.02
706,05/02/20 01:30:01 PM,0.25,2.01
707,05/02/20 01:40:01 PM,0.76,3.02
708,05/02/20 01:50:01 PM,0.50,2.52
709,05/02/20 02:00:01 PM,1.01,3.78
710,05/02/20 02:10:01 PM,0.76,3.02
711,05/02/20 02:20:01 PM,0.25,2.01
712,05/02/20 02:30:01 PM,0.50,2.52
713,05/02/20 02:40:01 PM,0.25,2.01
714,05/02/20 02:50:01 PM,0.25,2.01
715,05/02/20 03:00:01 PM,0.25,2.01
716,05/02/20 03:10:01 PM,0.25,3.02
717,05/02/20 03:20:01 PM,0.50,2.27
718,05/02/20 03:30:01 PM,0.76,2.77
719,05/02/20 03:40:01 PM,0.50,2.52
720,05/02/20 03:50:01 PM,0.50,3.02
721,05/02/20 04:00:01 PM,0.76,3.53
722,05/02/20 04:10:01 PM,1.26,3.27
723,05/02/20 04:20:01 PM,1.01,3.02
724,05/02/20 04:30:01 PM,1.26,3.02
725,05/02/20 04:40:01 PM,1.26,3.53
726,05/02/20 04:50:01 PM,1.01,4.03
727,05/02/20 05:00:01 PM,1.26,3.78
728,05/02/20 05:10:01 PM,1.26,3.27
729,05/02/20 05:20:01 PM,1.76,5.29
730,05/02/20 05:30:01 PM,1.51,4.28
731,05/02/20 05:40:01 PM,1.51,5.29
732,05/02/20 05:50:01 PM,0.76,2.52
733,05/02/20 06:00:01 PM,1.51,3.27
734,05/02/20 06:10:01 PM,1.26,3.27
735,05/02/20 06:20:01 PM,1.26,4.53
736,05/02/20 06:30:01 PM,1.76,4.03
737,05/02/20 06:40:01 PM,2.27,5.29
738,05/02/20 06:50:01 PM,2.52,5.54
739,05/02/20 07:00:01 PM,1.51,4.28
740,05/02/20 07:10:01 PM,2.27,4.28
741,05/02/20 07:20:01 PM,1.51,3.27
742,05/02/20 07:30:01 PM,1.26,2.77
743,05/02/20 07:40:01 PM,1.51,4.53
744,05/02/20 07:50:01 PM,1.01,3.27
745,05/02/20 08:00:01 PM,1.26,3.02
746,05/02/20 08:10:01 PM,0.76,2.27
747,05/02/20 08:20:01 PM,0.50,2.52
748,05/02/20 08:30:01 PM,0.00,1.51
749,05/02/20 08:40:01 PM,0.25,1.51
750,05/02/20 08:50:01 PM,0.50,2.27
751,05/02/20 09:00:01 PM,0.76,2.27
752,05/02/20 09:10:01 PM,0.25,1.76
753,05/02/20 09:20:01 PM,0.25,1.51
754,05/02/20 09:30:01 PM,0.25,2.52
755,05/02/20 09:40:01 PM,0.50,2.27
756,05/02/20 09:50:01 PM,0.25,2.52
757,05/02/20 10:00:01 PM,0.25,1.51
758,05/02/20 10:10:01 PM,0.25,1.51
759,05/02/20 10:20:01 PM,0.76,2.27
760,05/02/20 10:30:01 PM,0.25,2.27
761,05/02/20 10:40:01 PM,0.50,3.02
762,05/02/20 10:50:01 PM,1.01,2.52
763,05/02/20 11:00:01 PM,0.76,3.53
764,05/02/20 11:10:01 PM,1.26,2.52
765,05/02/20 11:20:01 PM,1.26,3.27
766,05/02/20 11:30:01 PM,0.76,3.27
767,05/02/20 11:40:01 PM,1.01,2.77
768,05/02/20 11:50:01 PM,0.76,2.77
769,05/03/20 12:00:01 AM,0.76,2.77
770,05/03/20 12:10:01 AM,0.50,1.76
771,05/03/20 12:20:01 AM,0.25,1.51
772,05/03/20 12:30:01 AM,0.25,1.76
773,05/03/20 12:40:01 AM,0.25,2.01
774,05/03/20 12:50:01 AM,0.50,2.27
775,05/03/20 01:00:01 AM,0.50,2.27
776,05/03/20 01:10:01 AM,0.25,1.76
777,05/03/20 01:20:01 AM,0.00,1.01
778,05/03/20 01:30:01 AM,0.00,1.26
779,05/03/20 01:40:01 AM,0.00,1.26
780,05/03/20 01:50:01 AM,0.00,1.01
781,05/03/20 02:00:01 AM,0.00,1.01
782,05/03/20 02:10:01 AM,0.25,2.52
783,05/03/20 02:20:01 AM,0.50,2.27
784,05/03/20 02:30:01 AM,0.25,2.52
785,05/03/20 02:40:01 AM,0.00,2.01
786,05/03/20 02:50:01 AM,0.00,1.26
787,05/03/20 03:00:01 AM,0.50,3.27
788,05/03/20 03:10:01 AM,0.25,2.01
789,05/03/20 03:20:01 AM,0.25,2.01
790,05/03/20 03:30:01 AM,0.50,2.27
791,05/03/20 03:40:01 AM,0.76,2.27
792,05/03/20 03:50:01 AM,0.50,2.27
793,05/03/20 04:00:01 AM,0.50,2.77
794,05/03/20 04:10:01 AM,0.50,2.27
795,05/03/20 04:20:01 AM,0.76,3.53
796,05/03/20 04:30:01 AM,0.50,2.52
797,05/03/20 04:40:01 AM,1.01,3.02
798,05/03/20 04:50:01 AM,0.76,3.02
799,05/03/20 05:00:01 AM,1.26,3.27
800,05/03/20 05:10:01 AM,1.01,3.02
801,05/03/20 05:20:01 AM,0.50,2.27
802,05/03/20 05:30:01 AM,0.76,3.27
803,05/03/20 05:40:01 AM,0.76,3.02
804,05/03/20 05:50:01 AM,0.00,1.76
805,05/03/20 06:00:01 AM,0.00,2.01
806,05/03/20 06:10:01 AM,0.25,2.77
807,05/03/20 06:20:01 AM,0.00,2.01
808,05/03/20 06:30:01 AM,0.50,3.53
809,05/03/20 06:40:01 AM,0.50,2.52
810,05/03/20 06:50:01 AM,0.50,2.52
811,05/03/20 07:00:01 AM,0.76,3.02
812,05/03/20 07:10:01 AM,0.50,3.02
813,05/03/20 07:20:01 AM,0.50,3.02
814,05/03/20 07:30:01 AM,1.01,3.78
815,05/03/20 07:40:01 AM,1.01,4.28
816,05/03/20 07:50:01 AM,1.51,4.03
817,05/03/20 08:00:01 AM,1.26,5.04
818,05/03/20 08:10:01 AM,1.51,4.78
819,05/03/20 08:20:01 AM,1.76,4.03
820,05/03/20 08:30:01 AM,1.26,3.27
821,05/03/20 08:40:01 AM,1.51,4.78
822,05/03/20 08:50:01 AM,2.01,4.78
823,05/03/20 09:00:01 AM,2.27,5.04
824,05/03/20 09:10:01 AM,2.27,5.04
825,05/03/20 09:20:01 AM,1.51,5.54
826,05/03/20 09:30:01 AM,2.77,5.54
827,05/03/20 09:40:01 AM,1.76,4.78
828,05/03/20 09:50:01 AM,1.51,4.78
829,05/03/20 10:00:01 AM,2.01,5.04
830,05/03/20 10:10:01 AM,2.01,5.54
831,05/03/20 10:20:01 AM,2.01,4.78
832,05/03/20 10:30:01 AM,2.52,5.54
833,05/03/20 10:40:01 AM,2.52,5.04
834,05/03/20 10:50:01 AM,1.76,4.78
835,05/03/20 11:00:01 AM,2.01,5.29
836,05/03/20 11:10:01 AM,3.02,5.79
837,05/03/20 11:20:01 AM,1.76,4.53
838,05/03/20 11:30:01 AM,2.01,4.53
839,05/03/20 11:40:01 AM,2.77,5.54
840,05/03/20 11:50:01 AM,3.53,7.05
841,05/03/20 12:00:01 PM,2.77,6.04
842,05/03/20 12:10:01 PM,3.02,6.30
843,05/03/20 12:20:01 PM,3.02,6.55
844,05/03/20 12:30:01 PM,3.02,5.54
845,05/03/20 12:40:01 PM,3.27,6.55
846,05/03/20 12:50:01 PM,3.53,6.30
847,05/03/20 01:00:01 PM,2.77,5.79
848,05/03/20 01:10:01 PM,3.27,6.30
849,05/03/20 01:20:01 PM,3.02,6.04
850,05/03/20 01:30:01 PM,3.27,7.05
851,05/03/20 01:40:01 PM,3.02,6.80
852,05/03/20 01:50:01 PM,3.78,6.30
853,05/03/20 02:00:01 PM,3.53,7.30
854,05/03/20 02:10:01 PM,3.27,6.30
855,05/03/20 02:20:01 PM,3.27,6.55
856,05/03/20 02:30:01 PM,3.02,6.80
857,05/03/20 02:40:01 PM,3.53,7.05
858,05/03/20 02:50:01 PM,3.02,5.54
859,05/03/20 03:00:01 PM,2.52,5.04
860,05/03/20 03:10:01 PM,2.77,5.54
861,05/03/20 03:20:01 PM,3.53,6.04
862,05/03/20 03:30:01 PM,3.02,5.79
863,05/03/20 03:40:01 PM,3.27,6.80
864,05/03/20 03:50:01 PM,3.27,6.30
865,05/03/20 04:00:01 PM,2.77,6.55
866,05/03/20 04:10:01 PM,3.02,6.30
867,05/03/20 04:20:01 PM,3.02,5.54
868,05/03/20 04:30:01 PM,3.02,6.55
869,05/03/20 04:40:01 PM,2.52,6.30
870,05/03/20 04:50:01 PM,2.77,5.79
871,05/03/20 05:00:01 PM,2.77,6.04
872,05/03/20 05:10:01 PM,2.77,6.04
873,05/03/20 05:20:01 PM,2.52,4.78
874,05/03/20 05:30:01 PM,3.02,5.29
875,05/03/20 05:40:01 PM,3.02,5.79
876,05/03/20 05:50:01 PM,2.01,4.53
877,05/03/20 06:00:01 PM,2.01,4.78
878,05/03/20 06:10:01 PM,1.51,4.03
879,05/03/20 06:20:01 PM,2.01,4.53
880,05/03/20 06:30:01 PM,2.27,4.78
881,05/03/20 06:40:01 PM,2.01,4.53
882,05/03/20 06:50:01 PM,1.76,4.53
883,05/03/20 07:00:01 PM,2.01,5.79
884,05/03/20 07:10:01 PM,2.52,5.54
885,05/03/20 07:20:01 PM,2.27,4.53
886,05/03/20 07:30:01 PM,1.76,4.28
887,05/03/20 07:40:01 PM,2.52,5.29
888,05/03/20 07:50:01 PM,2.01,4.03
889,05/03/20 08:00:01 PM,1.26,3.27
890,05/03/20 08:10:01 PM,1.76,3.78
891,05/03/20 08:20:01 PM,1.26,3.02
892,05/03/20 08:30:01 PM,0.50,2.52
893,05/03/20 08:40:01 PM,1.01,3.53
894,05/03/20 08:50:01 PM,1.26,4.03
895,05/03/20 09:00:01 PM,0.50,3.02
896,05/03/20 09:10:01 PM,0.76,3.02
897,05/03/20 09:20:01 PM,0.25,2.52
898,05/03/20 09:30:01 PM,0.25,3.02
899,05/03/20 09:40:01 PM,0.00,1.76
900,05/03/20 09:50:01 PM,0.00,1.51
901,05/03/20 10:00:01 PM,0.00,1.26
902,05/03/20 10:10:01 PM,0.00,2.01
903,05/03/20 10:20:01 PM,0.50,3.02
904,05/03/20 10:30:01 PM,0.25,3.02
905,05/03/20 10:40:01 PM,0.50,2.52
906,05/03/20 10:50:01 PM,0.25,2.01
907,05/03/20 11:00:01 PM,0.25,3.53
908,05/03/20 11:10:01 PM,0.00,2.27
909,05/03/20 11:20:01 PM,0.00,1.51
910,05/03/20 11:30:01 PM,0.00,2.52
911,05/03/20 11:40:01 PM,0.00,1.76
912,05/03/20 11:50:01 PM,0.25,1.51
913,05/04/20 12:00:01 AM,0.00,1.51
914,05/04/20 12:10:01 AM,0.00,2.27
915,05/04/20 12:20:01 AM,0.00,1.51
916,05/04/20 12:30:01 AM,0.00,1.76
917,05/04/20 12:40:01 AM,0.00,0.00
918,05/04/20 12:50:01 AM,0.00,0.76
919,05/04/20 01:00:01 AM,0.00,1.76
920,05/04/20 01:10:01 AM,0.00,1.26
921,05/04/20 01:20:01 AM,0.25,1.26
922,05/04/20 01:30:01 AM,0.25,1.51
923,05/04/20 01:40:01 AM,0.25,1.76
924,05/04/20 01:50:01 AM,0.00,1.51
925,05/04/20 02:00:01 AM,0.00,1.26
926,05/04/20 02:10:01 AM,0.00,1.26
927,05/04/20 02:20:01 AM,0.00,1.01
928,05/04/20 02:30:01 AM,0.00,0.50
929,05/04/20 02:40:01 AM,0.00,1.01
930,05/04/20 02:50:01 AM,0.00,1.51
931,05/04/20 03:00:01 AM,0.00,1.26
932,05/04/20 03:10:01 AM,0.00,1.51
933,05/04/20 03:20:01 AM,1.01,2.27
934,05/04/20 03:30:01 AM,33.24,1.26
935,05/04/20 03:40:01 AM,40.29,1.01
936,05/04/20 03:50:01 AM,40.29,1.01
937,05/04/20 04:00:01 AM,24.17,1.51
938,05/04/20 04:10:01 AM,0.50,1.26
939,05/04/20 04:20:01 AM,44.82,0.76
940,05/04/20 04:30:01 AM,32.74,1.26
941,05/04/20 04:40:01 AM,1.01,1.26
942,05/04/20 04:50:01 AM,0.25,1.51
943,05/04/20 05:00:01 AM,20.15,1.51
944,05/04/20 05:10:01 AM,4.03,2.01
945,05/04/20 05:20:01 AM,12.09,1.51
946,05/04/20 05:30:01 AM,0.50,1.51
947,05/04/20 05:40:01 AM,4.28,17.63
948,05/04/20 05:50:01 AM,36.01,1.26
949,05/04/20 06:00:01 AM,0.50,41.30
950,05/04/20 06:10:01 AM,16.37,1.26
951,05/04/20 06:20:01 AM,0.25,1.51
952,05/04/20 06:30:01 AM,0.76,2.52
953,05/04/20 06:40:01 AM,0.76,1.26
954,05/04/20 06:50:01 AM,8.81,1.76
955,05/04/20 07:00:01 AM,17.88,2.52
956,05/04/20 07:10:01 AM,45.33,3.78
957,05/04/20 07:20:01 AM,17.12,3.78
958,05/04/20 07:30:01 AM,0.76,3.02
959,05/04/20 07:40:01 AM,5.04,3.78
960,05/04/20 07:50:01 AM,1.01,3.78
961,05/04/20 08:00:01 AM,1.51,4.28
962,05/04/20 08:10:01 AM,9.57,3.27
963,05/04/20 08:20:01 AM,1.51,4.78
964,05/04/20 08:30:01 AM,1.51,3.53
965,05/04/20 08:40:01 AM,2.27,5.04
966,05/04/20 08:50:01 AM,2.52,5.79
967,05/04/20 09:00:01 AM,2.77,4.78
968,05/04/20 09:10:01 AM,2.52,5.54
969,05/04/20 09:20:01 AM,19.89,4.78
970,05/04/20 09:30:01 AM,2.52,4.78
971,05/04/20 09:40:01 AM,1.76,4.78
972,05/04/20 09:50:01 AM,18.13,4.53
973,05/04/20 10:00:01 AM,2.52,5.29
974,05/04/20 10:10:01 AM,2.52,5.79
975,05/04/20 10:20:01 AM,2.52,5.54
976,05/04/20 10:30:01 AM,2.77,5.04
977,05/04/20 10:40:01 AM,2.77,5.29
978,05/04/20 10:50:01 AM,2.52,5.29
979,05/04/20 11:00:01 AM,3.02,5.54
980,05/04/20 11:10:01 AM,2.27,4.78
981,05/04/20 11:20:01 AM,2.77,5.79
982,05/04/20 11:30:01 AM,3.27,6.55
983,05/04/20 11:40:01 AM,2.77,5.29
984,05/04/20 11:50:01 AM,2.77,5.54
985,05/04/20 12:00:01 PM,3.02,7.05
986,05/04/20 12:10:01 PM,3.27,5.79
987,05/04/20 12:20:01 PM,2.77,5.54
988,05/04/20 12:30:01 PM,2.27,5.29
989,05/04/20 12:40:01 PM,2.52,5.29
990,05/04/20 12:50:01 PM,2.27,5.04
991,05/04/20 01:00:01 PM,2.77,5.54
992,05/04/20 01:10:01 PM,2.52,6.04
993,05/04/20 01:20:01 PM,2.27,4.53
994,05/04/20 01:30:01 PM,2.27,6.30
995,05/04/20 01:40:01 PM,2.52,5.29
996,05/04/20 01:50:01 PM,2.27,5.29
997,05/04/20 02:00:01 PM,2.01,5.29
998,05/04/20 02:10:01 PM,2.01,5.29
999,05/04/20 02:20:01 PM,2.52,5.29
1000,05/04/20 02:30:01 PM,2.27,5.29
1001,05/04/20 02:40:01 PM,2.52,5.29
1002,05/04/20 02:50:01 PM,2.77,6.04
1003,05/04/20 03:00:01 PM,3.02,5.54
1004,05/04/20 03:10:01 PM,3.02,6.80
1005,05/04/20 03:20:01 PM,3.27,6.04
1006,05/04/20 03:30:01 PM,2.77,5.79
1007,05/04/20 03:40:01 PM,3.02,5.54
1008,05/04/20 03:50:01 PM,3.02,6.55
1009,05/04/20 04:00:01 PM,3.27,6.55
1010,05/04/20 04:10:01 PM,2.77,5.54
1011,05/04/20 04:20:01 PM,2.77,6.04
1012,05/04/20 04:30:01 PM,3.02,6.55
1013,05/04/20 04:40:01 PM,2.52,5.29
1014,05/04/20 04:50:01 PM,3.02,6.55
1015,05/04/20 05:00:01 PM,2.52,5.29
1016,05/04/20 05:10:01 PM,2.27,6.04
1017,05/04/20 05:20:01 PM,2.77,5.79
1018,05/04/20 05:30:01 PM,2.52,7.05
1019,05/04/20 05:40:01 PM,2.52,5.04
1020,05/04/20 05:50:01 PM,2.77,5.79
1021,05/04/20 06:00:01 PM,3.78,10.58
1022,05/04/20 06:10:01 PM,6.04,6.55
1023,05/04/20 06:20:01 PM,4.28,7.81
1024,05/04/20 06:30:01 PM,4.78,10.07
1025,05/04/20 06:40:01 PM,2.27,6.55
1026,05/04/20 06:50:01 PM,1.26,52.38
1027,05/04/20 07:00:01 PM,0.76,2.52
1028,05/04/20 07:10:01 PM,1.26,44.32
1029,05/04/20 07:20:01 PM,31.73,4.78
1030,05/04/20 07:30:01 PM,2.27,5.29
1031,05/04/20 07:40:01 PM,1.76,4.78
1032,05/04/20 07:50:01 PM,1.76,5.29
1033,05/04/20 08:00:01 PM,2.52,5.54
1034,05/04/20 08:10:01 PM,2.27,4.78
1035,05/04/20 08:20:01 PM,55.40,5.54
1036,05/04/20 08:30:01 PM,2.77,5.29
1037,05/04/20 08:40:01 PM,1.76,5.54
1038,05/04/20 08:50:01 PM,2.27,4.78
1039,05/04/20 09:00:01 PM,1.76,4.53
1040,05/04/20 09:10:01 PM,1.51,5.29
1041,05/04/20 09:20:01 PM,6.04,6.30
1042,05/04/20 09:30:01 PM,1.51,4.78
1043,05/04/20 09:40:01 PM,1.51,4.78
1044,05/04/20 09:50:01 PM,2.52,5.29
1045,05/04/20 10:00:01 PM,1.26,36.26
1046,05/04/20 10:10:01 PM,1.51,4.28
1047,05/04/20 10:20:01 PM,1.51,4.28
1048,05/04/20 10:30:01 PM,1.26,5.54
1049,05/04/20 10:40:01 PM,1.76,5.04
1050,05/04/20 10:50:01 PM,1.51,5.79
1051,05/04/20 11:00:01 PM,1.51,5.04
1052,05/04/20 11:10:01 PM,1.76,6.55
1053,05/04/20 11:20:01 PM,2.27,5.04
1054,05/04/20 11:30:01 PM,2.01,5.29
1055,05/04/20 11:40:01 PM,1.26,5.04
1056,05/04/20 11:50:01 PM,3.27,2.27
